Alpha_Sensor,Winsen,Temp,RelHum
21.88566667,40.75,37.31333333,24.79833333
24.96816667,46,37.555,31.43666667
38.00083333,56,35.86166667,39.37166667
30.56766667,53.8,33.41666667,44.58833333
36.66706897,55.38983051,30.81206897,50.24827586
36.66706897,55.38983051,30.81206897,50.24827586
82.96466667,59.03333333,29.73166667,53.13333333
50.55067797,64.72881356,29.33728814,53.19152542
47.02166667,71.44067797,29.04166667,53.12333333
38.44066667,55.73333333,28.39,55.10833333
32.76433333,49.21666667,27.89,58.27166667
27.63233333,44.28813559,27.065,62.43666667
24.6565,43.95,26.795,62.29833333
24.993,44.55,26.425,62.645
26.90483333,42.44067797,26.67666667,60.405
26.11116667,37.98333333,26.71666667,60.11166667
20.48966667,38.13333333,26.56333333,59.935
20.12933333,40.18644068,27.89,56.50333333
16.66066667,38.25,31.71,46.87666667
11.42033333,23.38333333,36.21,36.17833333
13.47433333,25.08474576,41.16833333,27.28333333
13.55116667,26.18333333,46.49166667,20.93333333
12.58333333,23.55,44.62666667,22.44166667
10.55766667,19.54237288,39.55,29.305
15.29133333,27.35,40.23833333,31.01
23.20783333,34.08333333,39.045,32.5
19.9235,32.01694915,37.50333333,36.09166667
26.52816667,39.5,34.71,43.345
49.35866667,45.71666667,32.07166667,49.13
24.50533333,34.73333333,30.69833333,52.82833333
30.63762712,46.20338983,30.47966102,53.90169492
27.90133333,45.18644068,30.34333333,52.83
22.69616667,39.96666667,30.16,53.66333333
19.27033333,36.53333333,29.32166667,57.395
19.32616667,35.93333333,29.09333333,58.07833333
22.48316667,38.57627119,29.32333333,56.575
23.78483333,40.03333333,29.24333333,56.16
19.36333333,36.48333333,29.11833333,56.485
16.39933333,28.93220339,28.30166667,58.89833333
23.70066667,23.8,28.32833333,58.15333333
20.41867925,19.48214286,30.29433962,50.7245283
13.55116667,17.89830508,33.59,42.245
12.059,17.75,37.33666667,36.23166667
12.22983333,17.40677966,38.17666667,35.64833333
11.25983333,18.28333333,39.19666667,34.27
14.039,19.81666667,40.62666667,31.27166667
17.15116667,20.81355932,41.81333333,29.13
15.58966667,22.13333333,42.26666667,28.70833333
20.32133333,88.85,41.755,32.16333333
28.89983333,33.16666667,40.61166667,34.48333333
17.099,20.47457627,39.49833333,35.98
13.6315,21.23333333,37.965,37.51
13.6315,21.23333333,37.965,37.51
11.36716667,23.59322034,34.25,45.50166667
12.16372881,25.30508475,33.40338983,47.48135593
12.6965,26.9,32.85833333,48.02833333
12.657,27.91525424,32.50333333,49.75666667
12.26716667,29.75,32.225,50.66333333
13.5245,31.06666667,31.945,50.81
14.28416667,33.28813559,31.57666667,49.02333333
15.80316667,37.96666667,31.14,47.285
20.37283333,46.61666667,30.72166667,45.76666667
26.05783333,51.86440678,30.34166667,45.09833333
44.04716667,50.26666667,29.98,45.42
21.76716667,30.96842105,30.01833333,45.28333333
16.0165,22.05882353,31.40666667,44.335
14.77033333,21.04672897,33.83833333,42.19833333
9.9835,17.40677966,36.61833333,36.92
10.1075,18.28333333,38.99833333,33.26666667
11.80633333,19.81666667,40.30166667,30.79
18.33016667,20.81355932,41.265,26.44333333
20.44566667,22.13333333,42.055,25.15166667
27.76083333,88.85,42.21166667,29.46666667
26.9055,33.16666667,40.66833333,35.325
26.93016667,20.47457627,39.01,38.81333333
25.88566667,21.23333333,36.79166667,40.69833333
25.88566667,21.23333333,36.79166667,40.69833333
29.305,23.59322034,34.06833333,46.56333333
30.01779661,25.30508475,33.4440678,47.63898305
30.01383333,26.9,32.905,48.38
27.383,27.91525424,32.33,49.21166667
23.805,29.75,31.73,51.08833333
20.85516667,31.06666667,31.11833333,51.13833333
19.88583333,33.28813559,30.82333333,50.53333333
19.99233333,37.96666667,30.465,48.045
19.68333333,46.61666667,30.04666667,45.96333333
31.76033333,51.86440678,29.57,45.495
49.43566667,50.26666667,29.22,45.48333333
24.12173913,37.18333333,29.12173913,45.26956522
20.37365385,26.15,30.16153846,44.18846154
16.981,24.83050847,32.63333333,41.46166667
17.66116667,22.5,36.74666667,31.68333333
18.86083333,21.21666667,39.56,24.3
27.15683333,23.79661017,40.20833333,22.645
23.62483333,34.25,40.11333333,23.96166667
25.66833333,42.33898305,39.27333333,30.27833333
33.28066667,55.83333333,36.705,38.34333333
38.27474576,56.73333333,35.23220339,40.10677966
38.44416667,57.56666667,34.10833333,43.4
25.02363636,50.58441558,32.86969697,48.63333333
27.8115,53.13333333,31.44,50.19833333
28.91847458,49.86440678,30.98474576,51.58474576
29.10583333,53.38333333,38.98,33.18333333
27.77237288,47.21666667,40.40508475,30.12372881
25.56716667,40.30508475,41.39,26.44
24.99316667,38.76666667,40.075,30.425
24.16666667,35.63333333,37.72833333,33.385
26.3025,34.13559322,36.49666667,39.90166667
34.69933333,44.2,35.00833333,45.24333333
39.99616667,46.55,32.87333333,46.46666667
40.09816667,45.86666667,30.71,51.23666667
40.09816667,45.86666667,30.71,51.23666667
55.2085,83.15,29.23166667,56.03666667
59.02186441,77.10169492,28.74915254,56.22881356
51.84283333,53.33898305,28.30333333,54.82666667
55.217,53.75,27.915,53.77833333
57.24716667,64.13333333,27.18666667,55.91833333
67.13733333,62.11864407,26.61666667,58.18666667
63.88783333,63.28333333,26.28,61.79666667
67.79333333,63.5,25.85833333,66.06833333
59.0115,59.83050847,25.72166667,66.915
34.2465,46.23333333,25.60666667,67.29
30.38116667,45.4,25.255,67.545
27.48066667,41.39655172,27.02666667,63.06833333
24.34666667,36.46666667,31.94166667,50.30833333
18.41816667,28.21666667,35.265,41.56833333
16.19033333,22.16949153,36.69666667,35.03
17.36333333,21.13333333,37.87333333,30.94166667
18.72833333,20.26666667,38.43,25.38666667
19.09466667,19.43333333,38.95333333,31.73666667
22.84583333,23.76271186,37.45833333,36.57
24.699,26.76666667,36.66333333,37.68333333
30.21416667,34.3,35.02333333,41.84166667
37.49966667,40.01694915,32.35166667,48.15166667
42.824,45.06666667,30.18833333,55.475
42.824,45.06666667,30.18833333,55.475
60.414,69.94915254,28.84,61.62833333
66.57237288,72.38983051,28.12372881,63.7559322
74.2305,77.01666667,27.62,65.72333333
67.9,69.6779661,27.20666667,67.26833333
82.04683333,63.96666667,26.80166667,68.20666667
52.93483333,54.18333333,26.85166667,68.21666667
62.39933333,54.06779661,26.735,68.08833333
59.13266667,53.73333333,26.3,68.38666667
63.19,53.55,26.02,67.63
41.12066667,49.40677966,26.07,67.09833333
32.0395,41.15,26.28666667,67.38166667
26.68288136,33.11111111,27.41525424,64.99322034
144.2853333,75.74576271,30.46333333,50.83
131.9037288,74.96610169,30.23728814,51.20169492
108.7118333,72.75,29.69833333,53.15166667
96.68966667,71.51666667,29.32166667,54.03333333
62.90383333,74.57627119,28.93166667,51.885
67.8595,78.26666667,28.91166667,45.425
97.1715,75.75,28.185,45.53833333
112.1271667,64.16949153,27.955,45.51333333
112.8803333,60.15,27.67833333,45.18833333
116.737931,56.45,27.52413793,45.13275862
120.8598276,52.52542373,27.9637931,45.23793103
113.1781356,51.45,29.01016949,43.13898305
99.21864407,50.40677966,31.50508475,39.80508475
86.50785714,44.86666667,34.58571429,35.05
76.92090909,40.31666667,35.49090909,33.85454545
74.44769231,82.73333333,36.50769231,32.21538462
63.16372881,37.11666667,37.24745763,30.86779661
55.14655172,31.45762712,39.47931034,27.51206897
44.07083333,25.51666667,38.31833333,26.83833333
35.485,21.7,38.92333333,24.91166667
32.914,18.94915254,40.00666667,22.82
30.35933333,18.36666667,39.91166667,22.27833333
48.757,30.55,39.26166667,22.955
68.5545,51.76271186,38.845,23.1
60.7875,47.05,38.22333333,24.725
64.907,49.86666667,35.12333333,40.395
66.183,51.91525424,32.25,43.86333333
66.183,51.91525424,32.25,43.86333333
77.79866667,70,30.735,48.10333333
56.27288136,52.40677966,30.13050847,48.34067797
56.52033333,53.72881356,29.57,47.57166667
52.45616667,47.2,28.755,52.49833333
55.35966667,47.96666667,28.15,54.685
45.732,45.16949153,27.87333333,54.21166667
36.27,40.65,27.575,53.69
35.69966667,40.8,27.13166667,54.39333333
28.48916667,36.94915254,26.89333333,49.32166667
29.56933333,39.66666667,27.01833333,45.70666667
32.04966667,35.43333333,27.32833333,42.44333333
32.05440678,30.57627119,30.9,34.9220339
33.05966667,30.06666667,33.62833333,32.60166667
31.25633333,25.76666667,37.88,24.67
15.87483333,19.94915254,40.795,21.92333333
16.46618182,14.15,40.60727273,22.6
29.62716667,25.88333333,42.50833333,20.705
44.15983333,40.72881356,42.31166667,20.405
44.96316667,47.41666667,41.11666667,22.05
44.88107143,52.91666667,39.525,32.75892857
45.48933333,52.05084746,36.72,38.59666667
53.347,55.58333333,34.98333333,38.405
52.86033333,58.08333333,32.15333333,43.57166667
52.86033333,58.08333333,32.15333333,43.57166667
51.96883333,57.9,30.58333333,50.93666667
48.88322034,66.79661017,29.74067797,54.01864407
52.41633333,72.79661017,29.50166667,51.09666667
41.348,65.46666667,29.105,52.56833333
20.815,53.26666667,28.54,56.90666667
20.28133333,49.10169492,28.06833333,57.41666667
28.95466667,48.71666667,27.56666667,56.42166667
27.45516667,45.91666667,27.02166667,56.13
23.69933333,41.52542373,26.95666667,55.12833333
23.37766667,40.31666667,26.62166667,55.28666667
26.21491525,38.43333333,26.26271186,55.29830508
23.06366667,36.18644068,29.58,47.96333333
19.90090909,24.35,32.76727273,39.38363636
21.86241379,23.6,36.42758621,33.95172414
28.693,33.20338983,39.17,29.86166667
27.70684211,32.4,43.23508772,22.04561404
22.459,26.08333333,44.11166667,24.62166667
27.56948276,32.48333333,41.87758621,30.26034483
28.34915254,36.01694915,40.19491525,30.2559322
34.49,43.83333333,38.17333333,32.17833333
44.16,61.46666667,37.08333333,32.91833333
49.97066667,68.3559322,34.80333333,38.20833333
50.48716667,81.33333333,32.07,47.08833333
50.48716667,81.33333333,32.07,47.08833333
61.93166667,98.6440678,30.18,54.125
58.29677966,95.86440678,29.71355932,55.14237288
50.65333333,77.71666667,29.08666667,56.90166667
47.31516667,72.72881356,28.5,58.21666667
40.36533333,63.65,28.105,57.93333333
25.756,49.6,27.64166667,59.02833333
25.45216667,50.33898305,27.21333333,60.635
25.71066667,48.6,26.91166667,59.415
29.0335,55.93333333,26.40666667,58.36666667
24.35483333,44.33898305,26.22666667,58.80833333
23.49898305,38.15,25.9220339,58.81864407
25.0316,36.89473684,29.314,51.684
24.85280702,35.6,36.74035088,30.83157895
27.30813559,37.9,32.41694915,42.16271186
30.51916667,39.72881356,36.14333333,32.515
26.714,34.51666667,33.08666667,40.48333333
27.42965517,26.1,35.54137931,34.2137931
28.06033333,30.3220339,33.83,38.40833333
37.77322034,42.91666667,35.00338983,35.91864407
41.24283333,47.43333333,34.61166667,36.045
35.92866667,48.79661017,34.355,37.82833333
43.52566667,57.6,35.34833333,33.98333333
43.52566667,57.6,35.34833333,33.98333333
50.3175,69.79661017,36.11833333,32.18166667
46.62338983,59.96610169,32.91016949,41.30847458
45.69183333,59.31666667,36.61,31.24833333
51.52983333,61.62711864,32.48166667,41.95833333
30.32233333,53.58333333,36.32333333,32.035
25.41766667,47.86666667,32.88833333,41.02166667
42.32283333,64.27118644,35.78333333,33.53333333
53.87533333,76.83333333,33.48166667,39.375
38.44783333,66.13333333,35.28166667,35.01833333
28.34233333,54.55932203,34.12,37.5
34.88147541,58.88333333,34.8,36.52295082
20.97444444,38.10169492,36.44444444,30.48888889
30.33433333,50.21666667,37.92,27.80166667
27.38465517,48.76666667,38.01896552,27.65344828
24.39383333,32.08474576,40.32333333,26.88333333
21.85416667,27.75,41.93833333,29.28333333
31.7695,32.73333333,39.72,31.75666667
39.79283333,33.52542373,37.88666667,34.41
51.4905,42.06666667,36.125,38.08666667
56.49083333,52.71666667,34.665,46.58166667
64.93233333,58.52542373,32.985,52.78333333
77.92983333,67.45,30.98833333,58.24
77.92983333,67.45,30.98833333,58.24
86.5795,85.38983051,29.95,61.78666667
95.22966102,91.62711864,29.76101695,62.26610169
108.7711667,99.71666667,29.04166667,63.83
111.8995,106.6166667,28.52,65.305
105.2236667,104.7627119,28.00333333,65.93666667
94.99,97.78333333,27.728,66.836
109.7836667,89.47457627,27.51,66.97166667
46.56224138,73.73333333,27.25689655,67.25689655
39.49466667,52.76666667,26.62,69.53
30.04016667,35.48333333,26.50166667,70.53666667
29.74316667,33.57627119,26.13833333,71.76
30.1365,36.95,26.43166667,70.57166667
29.37816667,29.38333333,28.12833333,65.13333333
29.40017241,32.08474576,33.02241379,50.87586207
34.209,37.21666667,36.95,40.335
35.343,42.81666667,37.95666667,34.99333333
47.931,55.52542373,39.47833333,33.58833333
59.12516667,63.05,39.31833333,34.32
53.85233333,60.2,37.485,35.71166667
65.55783333,73.3220339,36.38666667,39.33833333
65.55783333,73.3220339,36.38666667,39.33833333
68.07133333,72.21666667,32.77666667,48.30666667
63.99389831,66.52542373,30.7559322,55.59491525
47.49366667,45.86440678,29.63666667,58.98666667
60.4815,54.81666667,29.21666667,60.41
92.79433333,88.78333333,29.13166667,61.04833333
84.43166667,80.40677966,28.50833333,62.72166667
70.128,69.3,28.47166667,62.60333333
67.39166667,67.13333333,28.05666667,62.36166667
53.16298246,59,27.68070175,62.24736842
40.49916667,48.88333333,26.89833333,64.895
37.92810345,35.85,26.12758621,68.08793103
54.87851852,18.83050847,25.91481481,68.53888889
22.2325,15.93333333,26.05166667,67.46333333
21.88070175,15.6,25.98070175,67.33684211
20.72413793,13.33898305,26.37413793,66.6862069
21.876,11.4,28.255,60.74333333
21.7335,10.63333333,33.11166667,47.835
21.94916667,11.22033898,36.2,36.81666667
24.79283333,12.1,37.41166667,32.42
31.7945,12.98333333,37.21833333,31.77833333
37.83633333,15.43333333,37.74833333,31.81
41.2095,16.91525424,36.925,33.145
44.933,23.1,35.43166667,34.80833333
44.933,23.1,35.43166667,34.80833333
40.587,16.88135593,32.495,42.63833333
48.58864407,28.76271186,30.12542373,48.66271186
43.6915,26.4,29.05666667,52.05
34.9385,25.28813559,28.595,53.44666667
38.004,24.01666667,28.23666667,54.57166667
38.9685,25.26666667,28.06666667,55.31
37.15133333,26.08474576,27.515,56.78333333
41.13233333,28.1,26.98666667,58.63666667
39.876,27.98333333,26.46333333,60.36666667
33.51533333,20.83050847,25.99,61.45333333
36.12016667,18.08333333,25.75666667,62.04666667
45.87101695,13.4,25.36610169,62.94576271
38.92813559,13.91525424,24.99491525,63.76440678
36.40830508,14.18333333,24.75254237,65.18813559
45.09189655,15.91666667,25.80344828,62.08965517
53.61183333,13.91525424,30.21833333,50.85833333
59.00216667,15.8,34.80666667,39.86166667
63.15516667,15.95,38.50666667,31.25166667
67.25166667,15.63333333,40.38833333,28.50166667
77.318,17.30508475,40.98166667,27.785
87.80166667,35.75,39.61333333,31.04166667
88.855,28.71666667,37.715,34.57333333
97.195,27.44067797,36.27166667,37.71333333
97.195,27.44067797,36.27166667,37.71333333
106.4677966,42.44827586,30.57288136,50.92542373
102.2626667,34.4,28.72166667,56.04666667
99.1965,32.49152542,28.40333333,57.77166667
84.29183333,31.91666667,28.04333333,59.155
88.5315,34.98333333,27.595,60.76333333
81.22183333,30.45762712,27.08166667,62.22333333
79.33983051,30.58333333,26.44745763,64.07457627
68.40666667,24.26666667,26.16833333,64.21333333
61.107,29.01694915,25.675,65.62833333
69.65083333,25.95,25.21166667,67.03333333
70.10932203,23.46666667,25.0440678,66.8
79.49466667,26.76271186,24.87333333,66.605
78.309,23.73333333,25.90166667,64.705
76.57745763,22.68333333,31.05084746,51.3779661
76.94372881,23.86666667,34.38983051,42.87627119
68.11133333,24.23728814,39.11333333,34.505
88.488,28.86666667,40.46333333,30.73166667
105.0445,35.06666667,40.20166667,31.25833333
119.784,68.61666667,33.75,46.475
118.2622034,49.6779661,31.41355932,53.26949153
118.8381667,53.2,28.71833333,60.92666667
105.04,49.28333333,28.53,61.22
88.1975,50.62711864,28.18333333,62.07666667
59.38233333,37.55,27.58333333,64.13833333
67.95616667,37.86666667,26.805,67.55166667
71.28566667,38.4,26.65166667,68.21333333
72.28559322,40.76666667,26.60338983,68.09491525
65.32357143,32.13333333,26.45535714,67.2125
61.29866667,25.05084746,26.69166667,65.96833333
83.10912281,31.83333333,29.34035088,57.43333333
80.73436364,31.4,33.02181818,47.89636364
82.03813559,32.18644068,36.81864407,38.64237288
84.73016667,35.2,38.60166667,33.58666667
98.09847458,42.38333333,39.48983051,30.14915254
108.1795,41.66666667,39.49833333,30.55
110.6828333,46.93220339,38.72666667,35.40833333
110.1701667,48.9,36.50833333,38.73
110.1701667,48.9,36.50833333,38.73
146.0363333,87.05,30.18166667,56.53833333
129.8013333,78.44067797,29.755,57.9
142.0371667,88.5,29.26,58.95333333
128.596,63.91525424,28.145,62.51166667
116.5271667,59.4,27.73,63.85
134.1948333,79.85,27.355,64.66166667
126.6805,74.18644068,27.21333333,64.305
69.85711864,56.2,26.54067797,66.15762712
62.17166667,34.6,26.35666667,66.26833333
56.8325,27.69491525,26.22,66.44833333
50.24288136,22.66666667,25.98983051,66.94237288
48.373,19.68333333,25.95833333,67.635
45.81525424,18.84745763,27.37288136,63.91355932
42.94516667,17.75,32.86333333,48.57666667
44.015,19.25,36.48833333,38.08333333
47.50816667,25,37.78333333,34.44166667
50.04066667,29.65,39.66833333,33.28333333
55.475,23.76666667,38.81,35.68
53.92966667,20.88333333,37.625,37.45666667
54.17183333,22.15254237,36.42166667,37.91666667
54.17183333,22.15254237,36.42166667,37.91666667
54.85183333,25.08333333,32.89,46.1
59.06711864,29.4137931,30.50677966,53.26271186
67.71833333,42.83333333,29.49666667,56.895
68.85933333,39.33333333,29,57.995
78.04766667,59.23728814,28.45833333,58.67
82.81683333,79.71666667,27.79833333,59.79333333
103.0995,105.3666667,27.26833333,60.925
67.64666667,50.20338983,26.805,62.43
61.70716667,52.58333333,26.38,63.18333333
32.34533333,48.6,25.78333333,64.83666667
39.27220339,59.10169492,25.5440678,65.3220339
34.09383333,38.85,25.19333333,65.87333333
25.63140351,27.53333333,25.2,65.98245614
28.65813559,29.86440678,25.31864407,65.34067797
26.17316667,20.31666667,25.615,64.76166667
24.5075,16.5,28.09,58.53166667
30.70433333,21.18644068,31.36333333,50.51666667
35.23576271,26.18333333,35.41016949,40.90338983
40.43916667,29.86666667,39.655,31.73666667
48.16633333,32.22033898,40.20333333,30.385
55.08383333,32.7,39.32666667,31.27
49.19033333,27.45,37.885,34.975
54.226,25.01666667,35.99666667,40.85166667
54.226,25.01666667,35.99666667,40.85166667
55.6505,27.6440678,32.675,46.59833333
53.40847458,28.78333333,30.36101695,51.03389831
54.45983333,42.13559322,29.44166667,53.345
52.13683333,34.7,28.95166667,51.95
54.72783333,42.91666667,28.305,52.27
56.481,42.33898305,27.575,53.14666667
56.529,70.71666667,26.96,54.44333333
57.2125,60.03333333,26.36833333,55.715
62.77766667,62.33898305,26.41333333,53.715
47.6865,52.3,25.95666667,54.74
37.30576271,44.93333333,25.89491525,55.14237288
26.95603448,35.71186441,25.2362069,58.14827586
28.83816667,38.11666667,25.19666667,63.01333333
33.56932203,48.23333333,24.65084746,65.32372881
33.285,42.03389831,25.39,63.63
32.09389831,36.45,29.88135593,53.00169492
32.521,30.9,35.135,39.90666667
33.60966667,29.83050847,38.165,29.985
35.4,36.55,40.07,29.29
41.61183333,41.75,41.54666667,27.65166667
44.65683333,48.88333333,41.975,28.70166667
47.8155,52.69491525,40.195,32.11166667
50.3105,56.95,38.465,33.89166667
50.3105,56.95,38.465,33.89166667
53.7215,71.23728814,35.075,40.77833333
50.31254237,65.44067797,32.2559322,47.08813559
52.23766667,68.48333333,31.13166667,51.82333333
44.37116667,67.81355932,30.655,53.025
36.9765,60.23333333,30.14666667,54.6
33.0965,56.75,29.59833333,55.05833333
33.928,58.54237288,29.12666667,56.08
28.19783333,63.38333333,28.83666667,57.385
31.07266667,71,28.30833333,59.09333333
33.02033333,75.23728814,27.75,60.60333333
31.91949153,72.15,27.63728814,58.63220339
28.35932203,51.65,27.55423729,58.09661017
20.439,33.89830508,27.44333333,55.21166667
18.29290909,32.98333333,27.93090909,50.32
19.24067797,32.63333333,28.51864407,48.35932203
19.88789474,33.20338983,31.39824561,41.93157895
20.868,36.51666667,35.73272727,34.83454545
22.16283333,38.91666667,38.77666667,27.36833333
24.60068966,45.44067797,39.22068966,23.59482759
26.37833333,48.4,41.45333333,20.92166667
31.92983333,58.2,42.30166667,19.53833333
32.0165,66.15,42.07833333,21.19
35.96333333,75.27118644,40.56666667,27.725
35.96333333,75.27118644,40.56666667,27.725
42.8655,82.85,36.19833333,36.51333333
36.57186441,78.43103448,33.18474576,42.42372881
38.46933333,83.16666667,32.055,46.26666667
31.12966667,77.2,31.75666667,47.04833333
27.22566667,70.33898305,31.22,48.46833333
28.27333333,77.21666667,30.475,49.52333333
22.70433333,61.5,29.93833333,51.365
20.6165,47.30508475,29.46166667,52.84166667
19.00066667,42.26666667,28.515,55.665
20.627,43.13333333,28.65666667,51.955
19.99813559,40.42372881,28.79152542,45.77288136
26.2265,46.6,27.22833333,51.39833333
17.40833333,36.8,27.79666667,44.43166667
15.789,31.1,28.54166667,40.86333333
16.8645,31,29.29166667,39.77666667
16.67383333,29.31666667,32.67333333,33.67
19.86633333,31.46666667,37.11666667,27.41333333
21.78733333,35.08474576,39.41666667,22.79833333
21.87316667,37.5,40.63666667,20.82833333
20.78516667,42.48333333,42.025,19.37333333
26.7595,44.91525424,42.49166667,17.76
31.33583333,59.5,41.965,18.455
30.29216667,53.88333333,40.92833333,24.37666667
30.29216667,53.88333333,40.92833333,24.37666667
33.62916667,69.01666667,35.94333333,33.93166667
30.71661017,60.6779661,33.11694915,39.83559322
32.34716667,60.40677966,32.22666667,43.56166667
28.566,65.43333333,31.67,45.69
26.34183333,66.73333333,31.05333333,48.05
29.78666667,68.78333333,30.48166667,48.965
29.27966667,70.72881356,29.84333333,49.54333333
28.01483333,66.18333333,29.37833333,48.86833333
27.32866667,69.63333333,28.93,50.23666667
23.80583333,67.13559322,27.915,53.38666667
21.28133333,62.33333333,27.73833333,53.63833333
19.96866667,52.68333333,27.205,55.43
17.91683333,42.06779661,26.91166667,55.44166667
17.50864407,38.41666667,27.54915254,52.46101695
17.40783333,36.96666667,28.20833333,49.74333333
16.29654545,36.47457627,31.80545455,40.14
20.94833333,41.03333333,36.82333333,31.52
25.70566667,48.01666667,39.61333333,24.35166667
24.36733333,48.30508475,40.56833333,22.93
25.33166667,52.06666667,42.35833333,20.52
31.37033333,65.4,43.04333333,19.265
32.4465,72.49152542,41.795,19.53833333
32.30116667,73.53333333,41.12166667,27.17333333
32.30116667,73.53333333,41.12166667,27.17333333
33.13583333,78.08333333,35.85333333,35.56833333
30.48491525,77.67241379,33.30677966,42.57457627
39.82,96.53333333,32.22666667,44.58166667
32.10266667,83.85,31.64,46.5
37.2825,88.69491525,31.08166667,49.05
36.68083333,89.68333333,30.51,50.03166667
33.5015,88.26666667,30.09,49.05666667
29.60433333,84.47457627,29.59833333,50.01333333
29.43583333,81.75,28.80166667,53.23166667
23.89633333,71.41666667,28.17,55.19333333
21.5855,65.6440678,27.37666667,57.855
23.12216667,61.11666667,27.09,58.575
21.616,53.2,27.11,56.44
19.90016667,51.28813559,26.92333333,56.29666667
20.08661017,56.46666667,27.81525424,54.07457627
23.46766667,53.98333333,31.83,44.59333333
22.497,56.11864407,38.44333333,32.96166667
22.29566667,64.86666667,40.29166667,27.49833333
23.01866667,62.25,42.23333333,24.49833333
26.42483333,54.23728814,43.63666667,22.57333333
27.668,49.9,42.59833333,26.76166667
26.20283333,49.86666667,40.755,27.93166667
33.14516667,51.79661017,39.50333333,30.12333333
33.14516667,51.79661017,39.50333333,30.12333333
35.39383333,77.15,35.75166667,37.555
34.22728814,69.52542373,33.03220339,42.99152542
34.07416667,70.77966102,31.89333333,43.74166667
43.0625,86.48333333,31.20833333,45.15166667
45.092,93.63333333,30.44666667,46.735
41.97483333,92.98305085,29.57333333,49.75166667
32.14433333,81.06666667,29.065,52.715
29.972,75.36666667,28.845,52.67666667
33.77683333,80.40677966,28.28666667,55.23
31.4945,81.58333333,27.68666667,58.455
29.59491228,74.11666667,27.05263158,60.34385965
22.99061224,58.91525424,26.98571429,59.85102041
25.66847458,54.43333333,26.52033898,58.1440678
24.22466667,49.33333333,26.03166667,57.8
25.40595745,48.57627119,25.6787234,59.05319149
24.07137931,42.23333333,28.1862069,53.80862069
24.74732143,41.01666667,34.74464286,39.875
24.37416667,34.50847458,39.00208333,30.29166667
25.4885,32.23333333,41.99166667,24.56
24.281,25.61666667,43.74166667,21.07333333
25.22183333,24.44067797,42.97666667,24.385
29.20766667,31.85,40.105,27.65333333
35.2145,44.75,39.13833333,28.11833333
35.2145,44.75,39.13833333,28.11833333
35.27983333,45.49152542,36.29333333,33.35333333
34.97491525,52.79661017,33.33559322,36.0440678
47.4695,65.38333333,31.77333333,39.555
60.3745,85.59322034,30.925,43.18666667
58.3105,111.4666667,30.32333333,45.185
46.92716667,77.43333333,29.63166667,46.92333333
49.3525,82.81355932,28.87333333,50.46666667
45.84966667,77.41666667,28.13666667,53.41333333
28.24883333,74.48333333,27.13666667,59.39833333
25.20616667,55.79661017,26.705,59.455
25.24692308,49.06666667,26.85,57.79038462
21.660625,43.61666667,25.93541667,61.3375
13.865,29.27118644,25.81551724,61.05344828
14.43854545,27.06666667,25.50545455,61.05090909
10.76672414,25.16666667,25.54655172,57.24310345
18.01383333,32.03389831,27.85166667,51.63833333
19.01416667,26.65,33.995,38.55833333
14.7140678,19.73333333,37.95932203,29.77288136
13.56933333,16.16949153,41.66833333,21.93833333
19.767,18.91666667,43.05166667,19.97166667
26.823,20.68333333,41.26333333,21.66666667
30.9335,21.43333333,40.31833333,27.29333333
29.19533333,22.3559322,38.405,30.64166667
29.19533333,22.3559322,38.405,30.64166667
31.954,29.56666667,35.44666667,30.94166667
31.58525424,31.27586207,32.43389831,41.90508475
31.00316667,42.41666667,31.05333333,49.72
28.3305,33.45,30.25166667,53.24666667
26.761,34.15254237,29.42833333,54.47666667
26.3945,32.7,29.00333333,54.275
28.31983333,34.95,28.59166667,54.72166667
18.83,26.98305085,28.13333333,55.99666667
23.87383333,33.16666667,27.82,56.36
29.68433333,43.63333333,27.01166667,59.36
26.82915254,49.96610169,26.73898305,58.36779661
23.93466667,43.66666667,26.59833333,58.31666667
22.45610169,31.76666667,26.14576271,58.44745763
14.68883333,18.42372881,26.07,55.77833333
11.5715,9.716666667,27.39333333,53.83833333
13.934,10.91666667,30.48666667,47.18833333
14.007,9.166666667,36.215,37.185
13.26516667,10.81355932,39.1,30.47333333
11.3695,9.416666667,40.545,26.39833333
13.03983333,8.516666667,41.385,21.85
13.45616667,12.15254237,41.48666667,25.905
12.49883333,12.88333333,40.37666667,27.095
11.48416667,12.1,39.15833333,26.84333333
11.48416667,12.1,39.15833333,26.84333333
19.45016667,20.31666667,35.82666667,25.96166667
14.81711864,28.79661017,33.09152542,30.56779661
24.73566667,26.98305085,31.66666667,32.62
18.05083333,24.95,31.05166667,31.59333333
17.49616667,26.81666667,30.19333333,31.75166667
12.41633333,21.3,29.55166667,31.765
13.00816667,21.61016949,28.97333333,32.81833333
15.293,23.46666667,28.35166667,37.1
16.63083333,24.45,27.76166667,44.23833333
19.57716667,30.40677966,27.495,45.16833333
26.24763636,59.56666667,27.06363636,48.51090909
23.19983051,48.76666667,27.36610169,47.19152542
19.42677966,37.89830508,26.93559322,48.93559322
17.7195,38.26666667,26.55833333,49.805
15.9587931,25.56666667,27.08275862,50.00862069
14.18706897,21.13559322,30.31206897,44.3637931
16.29066667,23.9,36.735,31.38666667
16.8095,23.61666667,40.75666667,26.76
18.35133333,22.6,41.64833333,22.83166667
18.60616667,23.69491525,43.70166667,21.18166667
